store_id,item_id,wm_yr_wk,sell_price
MH_1,ELECTRONICS_1_CABLE,2015,5.11
MH_1,ELECTRONICS_1_CABLE,2016,5.11
MH_1,ELECTRONICS_1_CABLE,2017,5.11
MH_1,ELECTRONICS_1_CABLE,2018,5.11
MH_1,ELECTRONICS_1_CABLE,2019,5.11
MH_1,ELECTRONICS_1_CABLE,2020,5.11
MH_1,ELECTRONICS_1_CABLE,2021,5.11
MH_1,ELECTRONICS_1_CABLE,2022,5.11
MH_1,ELECTRONICS_1_CABLE,2023,5.11
MH_1,ELECTRONICS_1_CABLE,2024,5.11
MH_1,ELECTRONICS_1_CABLE,2025,5.11
MH_1,ELECTRONICS_1_CABLE,2026,5.11
MH_1,ELECTRONICS_1_CABLE,2027,5.11
MH_1,ELECTRONICS_1_CABLE,2028,5.11
MH_1,ELECTRONICS_1_CABLE,2029,5.11
MH_1,ELECTRONICS_1_CABLE,2030,5.11
MH_1,ELECTRONICS_1_CABLE,2031,5.11
MH_1,ELECTRONICS_1_CABLE,2032,5.11
MH_1,ELECTRONICS_1_CABLE,2033,5.11
MH_1,ELECTRONICS_1_CABLE,2034,5.11
MH_1,ELECTRONICS_1_CABLE,2035,5.11
MH_1,ELECTRONICS_1_CABLE,2036,5.11
MH_1,ELECTRONICS_1_CABLE,2037,5.11
MH_1,ELECTRONICS_1_CABLE,2038,5.11
MH_1,ELECTRONICS_1_CABLE,2039,5.11
MH_1,ELECTRONICS_1_CABLE,2040,5.11
MH_1,ELECTRONICS_1_CABLE,2041,5.11
MH_1,ELECTRONICS_1_CABLE,2042,5.11
MH_1,ELECTRONICS_1_CABLE,2043,5.11
MH_1,ELECTRONICS_1_CABLE,2044,5.11
MH_1,ELECTRONICS_1_CABLE,2045,5.11
MH_1,ELECTRONICS_1_CABLE,2046,5.11
MH_1,ELECTRONICS_1_CABLE,2047,5.11
MH_1,ELECTRONICS_1_CABLE,2048,5.11
MH_1,ELECTRONICS_1_CABLE,2049,5.11
MH_1,ELECTRONICS_1_CABLE,2050,5.11
MH_1,ELECTRONICS_1_CABLE,2051,5.11
MH_1,ELECTRONICS_1_CABLE,2052,5.11
MH_1,ELECTRONICS_1_CABLE,2053,5.11
MH_1,ELECTRONICS_1_CABLE,2101,5.11
MH_1,ELECTRONICS_1_CABLE,2102,5.11
MH_1,ELECTRONICS_1_CABLE,2103,5.11
MH_1,ELECTRONICS_1_CABLE,2104,5.11
MH_1,ELECTRONICS_1_CABLE,2105,5.11
MH_1,ELECTRONICS_1_CABLE,2106,5.11
MH_1,ELECTRONICS_1_CABLE,2107,5.11
MH_1,ELECTRONICS_1_CABLE,2108,5.11
MH_1,ELECTRONICS_1_CABLE,2109,5.11
MH_1,ELECTRONICS_1_CABLE,2110,5.11
MH_1,ELECTRONICS_1_CABLE,2111,5.11
MH_1,ELECTRONICS_1_CABLE,2112,5.11
MH_1,ELECTRONICS_1_CABLE,2113,5.11
MH_1,ELECTRONICS_1_CABLE,2114,5.11
MH_1,ELECTRONICS_1_CABLE,2115,5.11
MH_1,ELECTRONICS_1_CABLE,2116,5.11
MH_1,ELECTRONICS_1_CABLE,2117,5.11
MH_1,ELECTRONICS_1_CABLE,2118,5.11
MH_1,ELECTRONICS_1_CABLE,2119,5.11
MH_1,ELECTRONICS_1_CABLE,2120,5.46
MH_1,ELECTRONICS_1_CABLE,2121,5.46
MH_1,ELECTRONICS_1_CABLE,2122,5.46
MH_1,ELECTRONICS_1_CABLE,2123,5.58
MH_1,ELECTRONICS_1_CABLE,2124,5.58
MH_1,ELECTRONICS_1_CABLE,2125,5.58
MH_1,ELECTRONICS_1_CABLE,2126,5.58
MH_1,ELECTRONICS_1_CABLE,2127,5.58
MH_1,ELECTRONICS_1_CABLE,2128,5.58
MH_1,ELECTRONICS_1_CABLE,2129,5.58
MH_1,ELECTRONICS_1_CABLE,2130,5.58
MH_1,ELECTRONICS_1_CABLE,2131,5.58
MH_1,ELECTRONICS_1_CABLE,2132,5.58
MH_1,ELECTRONICS_1_CABLE,2133,5.58
MH_1,ELECTRONICS_1_CABLE,2134,5.58
MH_1,ELECTRONICS_1_CABLE,2135,5.58
MH_1,ELECTRONICS_1_CABLE,2136,5.58
MH_1,ELECTRONICS_1_CABLE,2137,5.58
MH_1,ELECTRONICS_1_CABLE,2138,5.58
MH_1,ELECTRONICS_1_CABLE,2139,5.58
MH_1,ELECTRONICS_1_CABLE,2140,5.58
MH_1,ELECTRONICS_1_CABLE,2141,5.58
MH_1,ELECTRONICS_1_CABLE,2142,5.58
MH_1,ELECTRONICS_1_CABLE,2143,5.58
MH_1,ELECTRONICS_1_CABLE,2144,5.58
MH_1,ELECTRONICS_1_CABLE,2145,5.58
MH_1,ELECTRONICS_1_CABLE,2146,5.58
MH_1,ELECTRONICS_1_CABLE,2147,5.58
MH_1,ELECTRONICS_1_CABLE,2148,5.58
MH_1,ELECTRONICS_1_CABLE,2149,5.58
MH_1,ELECTRONICS_1_CABLE,2150,5.58
MH_1,ELECTRONICS_1_CABLE,2151,5.58
MH_1,ELECTRONICS_1_CABLE,2152,5.58
MH_1,ELECTRONICS_1_CABLE,2153,5.58
MH_1,ELECTRONICS_1_CABLE,2201,5.58
MH_1,ELECTRONICS_1_CABLE,2202,5.58
MH_1,ELECTRONICS_1_CABLE,2203,5.58
MH_1,ELECTRONICS_1_CABLE,2204,5.58
MH_1,ELECTRONICS_1_CABLE,2205,5.58
MH_1,ELECTRONICS_1_CABLE,2206,5.58
MH_1,ELECTRONICS_1_CABLE,2207,5.58
MH_1,ELECTRONICS_1_CABLE,2208,5.58
MH_1,ELECTRONICS_1_CABLE,2209,5.58
MH_1,ELECTRONICS_1_CABLE,2210,5.58
MH_1,ELECTRONICS_1_CABLE,2211,5.58
MH_1,ELECTRONICS_1_CABLE,2212,5.58
MH_1,ELECTRONICS_1_CABLE,2213,5.58
MH_1,ELECTRONICS_1_CABLE,2214,5.58
MH_1,ELECTRONICS_1_CABLE,2215,6.19
MH_1,ELECTRONICS_1_CABLE,2216,6.19
MH_1,ELECTRONICS_1_CABLE,2217,6.19
MH_1,ELECTRONICS_1_CABLE,2218,6.19
MH_1,ELECTRONICS_1_CABLE,2219,6.19
MH_1,ELECTRONICS_1_CABLE,2220,6.19
MH_1,ELECTRONICS_1_CABLE,2221,6.19
MH_1,ELECTRONICS_1_CABLE,2222,6.19
MH_1,ELECTRONICS_1_CABLE,2223,6.19
MH_1,ELECTRONICS_1_CABLE,2224,6.19
MH_1,ELECTRONICS_1_CABLE,2225,6.19
MH_1,ELECTRONICS_1_CABLE,2226,6.19
MH_1,ELECTRONICS_1_CABLE,2227,6.19
MH_1,ELECTRONICS_1_CABLE,2228,6.19
MH_1,ELECTRONICS_1_CABLE,2229,6.19
MH_1,ELECTRONICS_1_CABLE,2230,6.19
MH_1,ELECTRONICS_1_CABLE,2231,6.19
MH_1,ELECTRONICS_1_CABLE,2232,6.19
MH_1,ELECTRONICS_1_CABLE,2233,6.19
MH_1,ELECTRONICS_1_CABLE,2234,6.19
MH_1,ELECTRONICS_1_CABLE,2235,6.19
MH_1,ELECTRONICS_1_CABLE,2236,6.19
MH_1,ELECTRONICS_1_CABLE,2237,6.19
MH_1,ELECTRONICS_1_CABLE,2238,6.19
MH_1,ELECTRONICS_1_CABLE,2239,6.19
MH_1,ELECTRONICS_1_CABLE,2240,6.19
MH_1,ELECTRONICS_1_CABLE,2241,6.19
MH_1,ELECTRONICS_1_CABLE,2242,6.19
MH_1,ELECTRONICS_1_CABLE,2243,6.19
MH_1,ELECTRONICS_1_CABLE,2244,6.19
MH_1,ELECTRONICS_1_CABLE,2245,6.19
MH_1,ELECTRONICS_1_CABLE,2246,6.19
MH_1,ELECTRONICS_1_CABLE,2247,6.19
MH_1,ELECTRONICS_1_CABLE,2248,6.19
MH_1,ELECTRONICS_1_CABLE,2249,6.19
MH_1,ELECTRONICS_1_CABLE,2250,6.19
MH_1,ELECTRONICS_1_CABLE,2251,6.19
MH_1,ELECTRONICS_1_CABLE,2252,6.19
MH_1,ELECTRONICS_1_CABLE,2301,6.19
MH_1,ELECTRONICS_1_CABLE,2302,6.19
MH_1,ELECTRONICS_1_CABLE,2303,6.19
MH_1,ELECTRONICS_1_CABLE,2304,6.19
MH_1,ELECTRONICS_1_CABLE,2305,6.19
MH_1,ELECTRONICS_1_CABLE,2306,6.19
MH_1,ELECTRONICS_1_CABLE,2307,6.19
MH_1,ELECTRONICS_1_CABLE,2308,6.19
MH_1,ELECTRONICS_1_CABLE,2309,6.19
MH_1,ELECTRONICS_1_CABLE,2310,6.19
MH_1,ELECTRONICS_1_CABLE,2311,6.19
MH_1,ELECTRONICS_1_CABLE,2312,6.19
MH_1,ELECTRONICS_1_CABLE,2313,6.19
MH_1,ELECTRONICS_1_CABLE,2314,6.19
MH_1,ELECTRONICS_1_CABLE,2315,6.19
MH_1,ELECTRONICS_1_CABLE,2316,6.19
MH_1,ELECTRONICS_1_CABLE,2317,6.19
MH_1,ELECTRONICS_1_CABLE,2318,6.19
MH_1,ELECTRONICS_1_CABLE,2319,6.19
MH_1,ELECTRONICS_1_CABLE,2320,6.19
MH_1,ELECTRONICS_1_CABLE,2321,6.19
MH_1,ELECTRONICS_1_CABLE,2352,6.19
MH_1,ELECTRONICS_1_CHARGER,1801,9.03
MH_1,ELECTRONICS_1_CHARGER,1802,9.03
MH_1,ELECTRONICS_1_CHARGER,1803,9.03
MH_1,ELECTRONICS_1_CHARGER,1804,9.03
MH_1,ELECTRONICS_1_CHARGER,1805,9.03
MH_1,ELECTRONICS_1_CHARGER,1806,9.03
MH_1,ELECTRONICS_1_CHARGER,1807,9.03
MH_1,ELECTRONICS_1_CHARGER,1808,9.03
MH_1,ELECTRONICS_1_CHARGER,1809,9.03
MH_1,ELECTRONICS_1_CHARGER,1810,9.03
MH_1,ELECTRONICS_1_CHARGER,1811,9.03
MH_1,ELECTRONICS_1_CHARGER,1812,9.03
MH_1,ELECTRONICS_1_CHARGER,1813,9.03
MH_1,ELECTRONICS_1_CHARGER,1814,9.03
MH_1,ELECTRONICS_1_CHARGER,1815,9.03
MH_1,ELECTRONICS_1_CHARGER,1816,9.03
MH_1,ELECTRONICS_1_CHARGER,1817,9.03
MH_1,ELECTRONICS_1_CHARGER,1818,9.03
MH_1,ELECTRONICS_1_CHARGER,1819,9.03
MH_1,ELECTRONICS_1_CHARGER,1820,9.03
MH_1,ELECTRONICS_1_CHARGER,1821,9.03
MH_1,ELECTRONICS_1_CHARGER,1822,9.03
MH_1,ELECTRONICS_1_CHARGER,1823,9.03
MH_1,ELECTRONICS_1_CHARGER,1824,9.03
MH_1,ELECTRONICS_1_CHARGER,1825,9.03
MH_1,ELECTRONICS_1_CHARGER,1826,9.03
MH_1,ELECTRONICS_1_CHARGER,1827,9.03
MH_1,ELECTRONICS_1_CHARGER,1828,9.03
MH_1,ELECTRONICS_1_CHARGER,1829,9.03
MH_1,ELECTRONICS_1_CHARGER,1830,9.03
MH_1,ELECTRONICS_1_CHARGER,1831,9.03
MH_1,ELECTRONICS_1_CHARGER,1832,9.03
MH_1,ELECTRONICS_1_CHARGER,1833,9.03
MH_1,ELECTRONICS_1_CHARGER,1834,9.03
MH_1,ELECTRONICS_1_CHARGER,1835,9.03
MH_1,ELECTRONICS_1_CHARGER,1836,9.03
MH_1,ELECTRONICS_1_CHARGER,1837,9.03
MH_1,ELECTRONICS_1_CHARGER,1838,9.03
MH_1,ELECTRONICS_1_CHARGER,1839,9.03
MH_1,ELECTRONICS_1_CHARGER,1840,9.03
MH_1,ELECTRONICS_1_CHARGER,1841,9.03
MH_1,ELECTRONICS_1_CHARGER,1842,9.03
MH_1,ELECTRONICS_1_CHARGER,1843,9.03
MH_1,ELECTRONICS_1_CHARGER,1844,9.03
MH_1,ELECTRONICS_1_CHARGER,1845,9.03
MH_1,ELECTRONICS_1_CHARGER,1846,9.03
MH_1,ELECTRONICS_1_CHARGER,1847,9.03
MH_1,ELECTRONICS_1_CHARGER,1848,9.03
MH_1,ELECTRONICS_1_CHARGER,1849,9.03
MH_1,ELECTRONICS_1_CHARGER,1850,9.03
MH_1,ELECTRONICS_1_CHARGER,1851,9.03
MH_1,ELECTRONICS_1_CHARGER,1852,9.03
MH_1,ELECTRONICS_1_CHARGER,1901,9.03
MH_1,ELECTRONICS_1_CHARGER,1902,9.03
MH_1,ELECTRONICS_1_CHARGER,1903,9.03
MH_1,ELECTRONICS_1_CHARGER,1904,9.03
MH_1,ELECTRONICS_1_CHARGER,1905,9.03
MH_1,ELECTRONICS_1_CHARGER,1906,9.03
MH_1,ELECTRONICS_1_CHARGER,1907,9.03
MH_1,ELECTRONICS_1_CHARGER,1908,9.03
MH_1,ELECTRONICS_1_CHARGER,1909,9.03
MH_1,ELECTRONICS_1_CHARGER,1910,9.03
MH_1,ELECTRONICS_1_CHARGER,1911,9.03
MH_1,ELECTRONICS_1_CHARGER,1912,9.03
MH_1,ELECTRONICS_1_CHARGER,1913,9.03
MH_1,ELECTRONICS_1_CHARGER,1914,9.03
MH_1,ELECTRONICS_1_CHARGER,1915,9.03
MH_1,ELECTRONICS_1_CHARGER,1916,9.03
MH_1,ELECTRONICS_1_CHARGER,1917,9.03
MH_1,ELECTRONICS_1_CHARGER,1918,9.03
MH_1,ELECTRONICS_1_CHARGER,1919,9.03
MH_1,ELECTRONICS_1_CHARGER,1920,9.03
MH_1,ELECTRONICS_1_CHARGER,1921,9.03
MH_1,ELECTRONICS_1_CHARGER,1922,9.03
MH_1,ELECTRONICS_1_CHARGER,1923,9.03
MH_1,ELECTRONICS_1_CHARGER,1924,9.03
MH_1,ELECTRONICS_1_CHARGER,1925,9.03
MH_1,ELECTRONICS_1_CHARGER,1926,9.03
MH_1,ELECTRONICS_1_CHARGER,1927,9.03
MH_1,ELECTRONICS_1_CHARGER,1928,9.03
MH_1,ELECTRONICS_1_CHARGER,1929,9.03
MH_1,ELECTRONICS_1_CHARGER,1930,9.03
MH_1,ELECTRONICS_1_CHARGER,1931,9.03
MH_1,ELECTRONICS_1_CHARGER,1932,9.03
MH_1,ELECTRONICS_1_CHARGER,1933,9.03
MH_1,ELECTRONICS_1_CHARGER,1934,9.03
MH_1,ELECTRONICS_1_CHARGER,1935,9.03
MH_1,ELECTRONICS_1_CHARGER,1936,9.03
MH_1,ELECTRONICS_1_CHARGER,1937,9.03
MH_1,ELECTRONICS_1_CHARGER,1938,9.03
MH_1,ELECTRONICS_1_CHARGER,1939,9.03
MH_1,ELECTRONICS_1_CHARGER,1940,9.03
MH_1,ELECTRONICS_1_CHARGER,1941,9.03
MH_1,ELECTRONICS_1_CHARGER,1942,9.03
MH_1,ELECTRONICS_1_CHARGER,1943,9.03
MH_1,ELECTRONICS_1_CHARGER,1944,9.03
MH_1,ELECTRONICS_1_CHARGER,1945,9.03
MH_1,ELECTRONICS_1_CHARGER,1946,9.03
MH_1,ELECTRONICS_1_CHARGER,1947,9.03
MH_1,ELECTRONICS_1_CHARGER,1948,9.03
MH_1,ELECTRONICS_1_CHARGER,1949,9.03
MH_1,ELECTRONICS_1_CHARGER,1950,9.03
MH_1,ELECTRONICS_1_CHARGER,1951,9.03
MH_1,ELECTRONICS_1_CHARGER,1952,9.03
MH_1,ELECTRONICS_1_CHARGER,2001,9.03
MH_1,ELECTRONICS_1_CHARGER,2002,9.03
MH_1,ELECTRONICS_1_CHARGER,2003,9.03
MH_1,ELECTRONICS_1_CHARGER,2004,9.03
MH_1,ELECTRONICS_1_CHARGER,2005,9.03
MH_1,ELECTRONICS_1_CHARGER,2006,9.03
MH_1,ELECTRONICS_1_CHARGER,2007,9.03
MH_1,ELECTRONICS_1_CHARGER,2008,9.03
MH_1,ELECTRONICS_1_CHARGER,2009,9.03
MH_1,ELECTRONICS_1_CHARGER,2010,9.03
MH_1,ELECTRONICS_1_CHARGER,2011,9.03
MH_1,ELECTRONICS_1_CHARGER,2012,9.03
MH_1,ELECTRONICS_1_CHARGER,2013,9.03
MH_1,ELECTRONICS_1_CHARGER,2014,9.03
MH_1,ELECTRONICS_1_CHARGER,2015,9.03
MH_1,ELECTRONICS_1_CHARGER,2016,9.03
MH_1,ELECTRONICS_1_CHARGER,2017,9.03
MH_1,ELECTRONICS_1_CHARGER,2018,9.03
MH_1,ELECTRONICS_1_CHARGER,2019,9.03
MH_1,ELECTRONICS_1_CHARGER,2020,9.03
MH_1,ELECTRONICS_1_CHARGER,2021,9.03
MH_1,ELECTRONICS_1_CHARGER,2022,9.06
MH_1,ELECTRONICS_1_CHARGER,2023,9.06
MH_1,ELECTRONICS_1_CHARGER,2024,9.06
MH_1,ELECTRONICS_1_CHARGER,2025,9.06
MH_1,ELECTRONICS_1_CHARGER,2026,9.06
MH_1,ELECTRONICS_1_CHARGER,2027,9.06
MH_1,ELECTRONICS_1_CHARGER,2028,9.06
MH_1,ELECTRONICS_1_CHARGER,2029,9.06
MH_1,ELECTRONICS_1_CHARGER,2030,9.06
MH_1,ELECTRONICS_1_CHARGER,2031,9.06
MH_1,ELECTRONICS_1_CHARGER,2032,9.06
MH_1,ELECTRONICS_1_CHARGER,2033,9.06
MH_1,ELECTRONICS_1_CHARGER,2034,9.06
MH_1,ELECTRONICS_1_CHARGER,2035,9.06
MH_1,ELECTRONICS_1_CHARGER,2036,9.06
MH_1,ELECTRONICS_1_CHARGER,2037,9.06
MH_1,ELECTRONICS_1_CHARGER,2038,9.06
MH_1,ELECTRONICS_1_CHARGER,2039,9.06
MH_1,ELECTRONICS_1_CHARGER,2040,9.06
MH_1,ELECTRONICS_1_CHARGER,2041,9.06
MH_1,ELECTRONICS_1_CHARGER,2042,9.06
MH_1,ELECTRONICS_1_CHARGER,2043,9.06
MH_1,ELECTRONICS_1_CHARGER,2044,9.06
MH_1,ELECTRONICS_1_CHARGER,2045,9.06
MH_1,ELECTRONICS_1_CHARGER,2046,9.06
MH_1,ELECTRONICS_1_CHARGER,2047,9.06
MH_1,ELECTRONICS_1_CHARGER,2048,9.06
MH_1,ELECTRONICS_1_CHARGER,2049,9.06
MH_1,ELECTRONICS_1_CHARGER,2050,9.06
MH_1,ELECTRONICS_1_CHARGER,2051,9.06
MH_1,ELECTRONICS_1_CHARGER,2052,9.06
MH_1,ELECTRONICS_1_CHARGER,2053,9.06
MH_1,ELECTRONICS_1_CHARGER,2101,9.06
MH_1,ELECTRONICS_1_CHARGER,2102,9.06
MH_1,ELECTRONICS_1_CHARGER,2103,9.06
MH_1,ELECTRONICS_1_CHARGER,2104,9.06
MH_1,ELECTRONICS_1_CHARGER,2105,9.06
MH_1,ELECTRONICS_1_CHARGER,2106,9.06
MH_1,ELECTRONICS_1_CHARGER,2107,9.06
MH_1,ELECTRONICS_1_CHARGER,2108,9.06
MH_1,ELECTRONICS_1_CHARGER,2109,9.06
MH_1,ELECTRONICS_1_CHARGER,2110,9.06
MH_1,ELECTRONICS_1_CHARGER,2111,9.06
MH_1,ELECTRONICS_1_CHARGER,2112,9.06
MH_1,ELECTRONICS_1_CHARGER,2113,9.06
MH_1,ELECTRONICS_1_CHARGER,2114,9.06
MH_1,ELECTRONICS_1_CHARGER,2115,9.4
MH_1,ELECTRONICS_1_CHARGER,2116,9.4
MH_1,ELECTRONICS_1_CHARGER,2117,9.4
MH_1,ELECTRONICS_1_CHARGER,2118,9.4
MH_1,ELECTRONICS_1_CHARGER,2119,9.4
MH_1,ELECTRONICS_1_CHARGER,2120,9.4
MH_1,ELECTRONICS_1_CHARGER,2121,9.4
MH_1,ELECTRONICS_1_CHARGER,2122,9.4
MH_1,ELECTRONICS_1_CHARGER,2123,9.4
MH_1,ELECTRONICS_1_CHARGER,2124,9.4
MH_1,ELECTRONICS_1_CHARGER,2125,9.4
MH_1,ELECTRONICS_1_CHARGER,2126,9.4
MH_1,ELECTRONICS_1_CHARGER,2127,9.4
MH_1,ELECTRONICS_1_CHARGER,2128,9.4
MH_1,ELECTRONICS_1_CHARGER,2129,9.4
MH_1,ELECTRONICS_1_CHARGER,2130,9.4
MH_1,ELECTRONICS_1_CHARGER,2131,9.4
MH_1,ELECTRONICS_1_CHARGER,2132,9.4
MH_1,ELECTRONICS_1_CHARGER,2133,9.4
MH_1,ELECTRONICS_1_CHARGER,2134,9.4
MH_1,ELECTRONICS_1_CHARGER,2135,9.4
MH_1,ELECTRONICS_1_CHARGER,2136,9.4
MH_1,ELECTRONICS_1_CHARGER,2137,9.4
MH_1,ELECTRONICS_1_CHARGER,2138,9.4
MH_1,ELECTRONICS_1_CHARGER,2139,9.57
MH_1,ELECTRONICS_1_CHARGER,2140,9.57
MH_1,ELECTRONICS_1_CHARGER,2141,9.57
MH_1,ELECTRONICS_1_CHARGER,2142,9.57
MH_1,ELECTRONICS_1_CHARGER,2143,9.57
MH_1,ELECTRONICS_1_CHARGER,2144,9.57
MH_1,ELECTRONICS_1_CHARGER,2145,9.57
MH_1,ELECTRONICS_1_CHARGER,2146,9.57
MH_1,ELECTRONICS_1_CHARGER,2147,9.57
MH_1,ELECTRONICS_1_CHARGER,2148,9.57
MH_1,ELECTRONICS_1_CHARGER,2149,9.57
MH_1,ELECTRONICS_1_CHARGER,2150,9.57
